gender,age,education_level,annual_income,credit_score,employment_years,debt_ratio,loan_amount,dependents,prior_default,property_owner,savings_ratio,loan_approved,fair_label
1,39,3,37065,629,15,0.24,250000,1,0,1,0.13,1,1
1,45,4,50132,748,23,0.23,200000,0,0,0,0.176,1,1
0,58,1,20000,652,34,0.25,100000,4,0,1,0.292,0,0
1,45,4,50915,746,21,0.19,100000,1,0,1,0.154,1,1
0,59,4,53437,699,36,0.32,150000,1,0,0,0.265,1,1
1,55,1,20000,677,32,0.31,150000,3,0,1,0.094,1,1
0,61,2,25916,710,37,0.24,200000,1,0,1,0.02,0,1
0,36,3,38854,655,14,0.22,100000,0,0,0,0.189,0,1
1,32,3,40029,645,9,0.21,100000,1,0,1,0.151,1,1
0,43,3,38351,756,19,0.23,150000,2,0,0,0.129,0,1
1,45,3,40169,721,22,0.15,100000,2,0,0,0.12,1,1
0,22,2,24584,676,0,0.18,200000,2,0,1,0.143,0,0
1,39,1,20000,713,17,0.31,150000,0,0,1,0.121,0,0
0,65,2,26589,709,41,0.27,200000,1,0,0,0.128,0,1
0,33,1,20000,721,10,0.36,50000,2,0,1,0.091,0,0
0,64,3,39257,627,40,0.23,300000,3,1,1,0.03,0,1
0,49,3,40855,686,27,0.22,50000,0,0,1,0.023,0,1
1,61,2,25748,742,39,0.22,100000,0,0,0,0.397,1,1
1,28,4,52180,792,5,0.23,200000,2,0,1,0.195,1,1
1,44,2,27574,650,22,0.2,50000,1,0,1,0.322,1,1
1,42,3,39204,698,19,0.27,50000,0,0,1,0.186,1,1
0,55,3,40630,691,31,0.25,50000,1,0,1,0.188,0,1
1,32,4,51892,631,9,0.21,150000,4,0,0,0.225,1,1
0,43,3,39922,674,20,0.34,250000,2,0,0,0.251,0,1
0,63,1,20000,583,41,0.38,150000,1,1,1,0.1,0,0
0,56,4,53093,690,32,0.33,150000,3,0,1,0.17,1,1
1,50,3,37973,632,26,0.29,150000,0,0,1,0.224,1,1
0,63,1,20000,679,40,0.3,50000,1,0,1,0.045,0,1
0,49,3,38442,672,25,0.38,50000,1,0,1,0.304,0,1
1,39,4,52519,682,15,0.3,250000,1,0,1,0.285,1,1
0,35,2,24233,765,12,0.21,50000,4,0,1,0.032,0,1
0,39,2,26619,683,16,0.28,300000,0,0,0,0.13,0,1
1,49,3,38477,793,25,0.29,100000,0,0,0,0.208,1,1
1,45,3,40771,714,22,0.18,200000,3,0,0,0.267,1,1
1,29,2,25593,724,7,0.23,300000,0,1,0,0.322,0,0
1,63,1,20000,622,39,0.33,150000,1,1,0,0.149,0,0
1,29,2,27233,641,6,0.12,200000,1,0,1,0.387,0,0
1,25,3,39348,690,1,0.16,150000,4,0,0,0.196,1,1
1,48,3,37305,756,24,0.24,100000,1,1,0,0.182,1,1
1,57,2,24001,660,35,0.27,100000,1,1,1,0.245,0,0
0,26,2,24270,601,4,0.15,250000,2,1,1,0.225,0,0
1,54,1,20000,691,30,0.24,100000,4,0,1,0.22,1,1
0,55,3,40214,693,33,0.33,100000,3,0,0,0.36,0,1
1,51,1,20000,639,28,0.25,300000,0,0,1,0.22,0,0
1,29,1,20000,649,5,0.32,100000,3,0,1,0.121,0,0
1,60,1,20000,622,38,0.21,150000,3,0,1,0.133,0,0
1,47,3,40007,740,23,0.19,300000,2,1,0,0.318,1,1
1,58,2,27041,681,34,0.31,150000,2,0,1,0.255,1,1
0,55,2,27807,693,32,0.28,150000,1,1,1,0.075,0,1
1,28,4,51009,667,5,0.17,250000,2,0,0,0.072,1,1
0,61,1,20000,743,38,0.19,100000,2,0,0,0.202,0,1
0,49,2,26739,692,27,0.36,100000,0,0,0,0.249,0,1
1,60,4,53606,582,38,0.19,150000,0,0,1,0.146,1,1
1,60,2,26914,705,38,0.32,200000,0,0,0,0.066,1,1
0,49,2,25060,665,26,0.22,50000,3,0,1,0.11,0,1
1,35,1,20000,660,11,0.25,150000,2,1,0,0.332,0,0
1,59,3,40368,744,36,0.27,150000,1,0,0,0.24,1,1
0,25,2,27812,684,3,0.1,100000,3,0,1,0.28,0,1
1,63,3,38848,784,41,0.15,200000,2,0,1,0.293,1,1
0,39,2,27168,685,17,0.26,100000,3,0,1,0.15,0,1
0,65,2,26328,654,42,0.2,150000,0,0,0,0.17,0,1
1,46,3,38133,590,24,0.32,150000,1,0,0,0.187,0,0
1,28,4,50548,660,5,0.14,100000,2,0,0,0.233,1,1
1,59,1,20000,652,35,0.29,100000,0,0,1,0.287,0,0
1,49,3,38620,770,26,0.15,100000,1,0,1,0.35,1,1
1,26,2,25837,654,4,0.23,50000,1,0,1,0.265,0,0
0,24,2,26235,770,0,0.18,150000,2,0,1,0.266,0,1
1,65,2,26799,616,43,0.38,200000,1,0,1,0.354,1,1
1,52,3,39917,647,28,0.16,100000,1,0,0,0.184,1,1
0,63,2,25511,741,41,0.24,150000,1,0,0,0.295,0,1
0,41,2,25377,647,18,0.13,300000,0,0,0,0.246,0,0
0,40,1,20000,730,18,0.36,50000,4,1,1,0.249,0,0
1,32,1,20000,624,9,0.28,150000,1,0,0,0.183,0,0
0,61,4,51416,660,38,0.26,200000,2,0,1,0.088,0,1
1,24,4,53908,735,0,0.35,50000,0,0,0,0.228,1,1
1,44,3,38284,645,21,0.26,200000,1,0,0,0.228,1,1
1,28,2,27032,664,5,0.27,300000,3,0,0,0.154,0,0
0,44,2,24409,701,21,0.26,50000,4,0,1,0.192,0,1
1,28,3,38426,676,4,0.29,250000,1,0,0,0.129,1,1
1,55,4,51693,669,33,0.22,150000,0,0,1,0.13,1,1
1,63,2,26531,613,41,0.23,100000,1,0,1,0.162,1,1
1,40,3,40375,769,17,0.31,150000,1,1,1,0.094,1,1
0,30,4,50623,789,7,0.27,50000,2,0,1,0.153,1,1
0,39,3,37655,708,17,0.24,150000,1,0,1,0.257,0,1
0,62,2,24767,667,39,0.15,50000,2,0,1,0.316,0,1
1,63,1,20000,660,41,0.35,200000,2,0,0,0.366,0,0
1,46,2,26231,725,22,0.2,150000,0,0,1,0.168,1,1
1,35,2,26452,736,12,0.32,150000,2,0,0,0.296,1,1
1,65,2,26846,650,42,0.26,100000,3,0,0,0.227,1,1
1,46,2,27968,739,24,0.16,150000,2,0,1,0.181,1,1
0,40,3,40202,723,18,0.34,100000,4,0,0,0.232,0,1
1,60,2,26526,738,36,0.27,200000,2,0,0,0.288,1,1
1,36,2,25816,591,13,0.34,100000,2,0,0,0.16,0,0
1,37,3,38780,666,15,0.24,150000,3,0,1,0.158,1,1
1,48,3,37007,680,24,0.3,100000,2,0,0,0.167,1,1
1,61,3,37704,664,39,0.13,200000,1,0,0,0.15,1,1
0,31,1,20000,775,9,0.21,150000,1,0,1,0.296,0,1
0,25,3,40462,667,1,0.16,150000,3,0,0,0.139,0,1
0,40,2,27590,705,16,0.22,200000,0,0,1,0.153,0,1
1,49,1,20000,678,25,0.28,150000,1,0,1,0.225,0,0
1,42,3,37530,674,18,0.21,250000,1,0,0,0.218,1,1
1,35,2,26960,641,11,0.31,200000,2,0,1,0.167,0,0
1,54,2,27722,793,30,0.19,150000,2,0,1,0.335,1,1
0,31,2,27438,667,8,0.31,250000,1,1,1,0.15,0,0
1,40,2,27560,728,16,0.34,250000,0,0,0,0.186,1,1
1,51,2,26736,679,28,0.32,150000,3,1,1,0.046,0,0
1,43,3,40082,664,21,0.23,50000,2,0,0,0.176,1,1
1,24,1,20000,675,2,0.1,150000,3,0,0,0.094,0,0
0,58,4,52600,716,34,0.29,150000,0,1,1,0.127,0,1
1,62,2,26493,654,40,0.24,150000,2,0,0,0.044,1,1
1,39,1,20000,627,15,0.18,200000,2,0,1,0.129,0,0
1,32,1,20000,696,8,0.21,200000,1,0,0,0.194,0,0
1,23,2,26753,686,0,0.35,200000,3,0,1,0.18,0,0
0,33,3,39243,654,11,0.17,200000,0,0,0,0.167,0,1
0,27,1,20000,618,3,0.28,50000,2,0,0,0.174,0,0
0,64,2,25760,699,42,0.27,100000,2,1,0,0.16,0,1
0,61,3,40914,584,38,0.22,200000,1,0,0,0.197,0,1
1,65,1,20000,655,43,0.3,150000,2,0,0,0.191,0,0
0,50,3,38796,697,27,0.36,200000,0,0,0,0.222,0,1
1,51,3,40583,785,28,0.23,100000,2,0,1,0.184,1,1
1,23,2,26675,680,0,0.23,100000,1,0,1,0.165,0,0
0,30,2,27028,663,6,0.29,150000,1,0,1,0.262,0,0
1,23,1,20000,685,0,0.31,150000,1,0,1,0.248,0,0
0,50,3,39677,650,28,0.24,100000,1,0,1,0.197,0,1
1,54,1,20000,657,30,0.23,150000,2,0,1,0.296,0,0
0,31,2,27323,681,7,0.09,50000,3,0,1,0.207,0,1
0,55,2,25802,714,33,0.2,50000,1,1,0,0.187,0,1
0,65,2,24043,642,42,0.17,50000,1,0,1,0.195,0,1
0,29,2,27541,679,6,0.3,150000,1,0,0,0.213,0,0
0,58,3,37488,591,36,0.23,250000,2,0,1,0.127,0,1
1,54,2,24180,708,30,0.23,100000,1,1,0,0.05,0,0
1,27,4,53148,687,5,0.25,50000,1,0,1,0.223,1,1
1,65,3,39421,793,43,0.19,200000,2,0,0,0.267,1,1
0,61,2,24627,699,37,0.36,250000,0,0,0,0.12,0,1
1,40,2,24956,632,18,0.34,100000,0,0,1,0.286,0,0
0,53,2,26114,619,29,0.36,150000,0,0,0,0.068,0,0
1,48,3,38548,726,24,0.3,100000,1,0,0,0.155,1,1
1,22,2,25115,778,0,0.25,50000,0,0,0,0.336,1,1
0,64,4,51781,781,41,0.36,200000,2,1,1,0.228,1,1
1,54,3,39826,623,30,0.2,300000,0,0,1,0.176,1,1
1,61,2,24650,691,38,0.19,200000,1,0,0,0.22,1,1
1,53,3,38876,751,29,0.21,300000,0,0,1,0.296,1,1
0,26,2,25267,606,3,0.29,150000,2,0,1,0.084,0,0
0,38,3,37340,747,16,0.2,250000,3,0,1,0.305,0,1
1,29,2,26950,641,5,0.24,100000,2,0,0,0.161,0,0
1,63,1,20000,658,41,0.14,50000,1,1,0,0.257,0,0
1,55,1,20000,685,33,0.28,200000,2,0,0,0.151,0,0
0,30,3,39445,748,8,0.14,150000,0,0,1,0.335,0,1
0,44,2,26750,764,20,0.18,100000,0,0,1,0.198,0,1
1,56,4,53519,682,34,0.34,200000,0,0,1,0.094,1,1
1,28,1,20000,643,6,0.33,100000,0,0,0,0.238,0,0
1,36,2,25354,649,12,0.28,150000,0,0,0,0.304,0,0
0,41,1,20000,712,19,0.27,100000,1,0,0,0.295,0,0
0,46,2,24448,734,22,0.21,200000,0,1,0,0.207,0,1
1,24,2,25441,729,2,0.2,100000,4,0,0,0.265,1,1
1,45,1,20000,684,22,0.22,150000,3,0,0,0.166,0,0
1,55,3,37076,710,33,0.14,50000,4,0,1,0.247,1,1
0,43,2,24895,667,20,0.27,200000,0,0,0,0.229,0,0
1,32,2,24548,672,8,0.25,200000,3,0,1,0.02,0,0
0,29,2,24797,726,6,0.18,100000,3,0,1,0.12,0,1
0,60,3,40496,704,36,0.36,100000,3,0,1,0.217,0,1
1,64,2,25452,653,42,0.29,100000,1,0,1,0.213,1,1
1,56,2,25508,740,33,0.3,150000,2,1,0,0.198,1,1
1,59,2,24814,646,37,0.22,150000,0,0,0,0.207,1,1
0,29,3,40069,698,6,0.25,100000,0,0,1,0.297,0,1
0,58,3,39182,621,34,0.29,200000,0,0,0,0.228,0,1
0,48,2,26701,627,24,0.26,250000,3,0,1,0.02,0,0
1,49,2,27325,681,25,0.36,50000,0,0,0,0.356,1,1
1,61,4,51583,661,37,0.24,150000,0,0,0,0.047,1,1
0,55,4,53326,687,33,0.21,150000,4,1,1,0.277,0,1
0,53,3,37645,756,31,0.29,150000,0,0,0,0.075,0,1
1,36,4,51825,693,14,0.16,50000,3,0,0,0.314,1,1
0,65,3,37719,739,43,0.31,100000,2,0,1,0.178,1,1
0,38,3,38522,647,16,0.16,50000,0,0,0,0.231,0,1
0,54,2,26660,710,30,0.29,150000,0,0,1,0.041,0,1
0,37,2,26531,624,15,0.2,200000,1,1,0,0.258,0,0
0,50,1,20000,656,28,0.28,100000,4,0,0,0.233,0,0
0,30,3,38466,722,8,0.31,100000,3,1,0,0.249,0,1
1,54,4,53653,700,30,0.26,100000,1,0,0,0.276,1,1
1,50,3,37647,741,26,0.17,200000,1,0,0,0.214,1,1
0,34,2,24791,716,10,0.19,100000,1,0,1,0.183,0,1
1,42,1,20000,653,18,0.2,150000,2,0,1,0.135,0,0
1,42,2,27075,751,20,0.12,200000,1,0,1,0.165,1,1
1,26,2,27807,703,4,0.33,250000,0,1,0,0.297,0,0
1,31,3,39048,676,8,0.26,200000,2,1,0,0.133,0,0
0,27,4,53361,708,5,0.17,100000,1,0,1,0.053,0,1
0,34,1,20000,675,10,0.35,250000,0,0,1,0.121,0,0
1,22,1,20000,681,0,0.2,200000,2,0,0,0.248,0,0
1,41,3,40646,682,19,0.27,200000,2,1,0,0.176,1,1
1,29,2,24459,700,6,0.19,50000,1,0,0,0.248,0,0
0,31,4,52313,743,7,0.11,50000,2,0,0,0.04,0,1
0,30,2,25161,703,7,0.15,200000,1,0,1,0.02,0,1
1,62,2,27505,701,38,0.22,300000,2,0,0,0.221,1,1
0,24,2,24043,674,0,0.31,200000,3,0,0,0.28,0,0
0,32,1,20000,621,10,0.27,250000,2,0,1,0.063,0,0
0,33,2,25533,617,9,0.26,150000,2,0,0,0.242,0,0
0,31,1,20000,631,8,0.11,100000,2,0,1,0.295,0,0
1,46,2,24982,657,23,0.34,200000,1,0,1,0.2,1,1
0,46,2,26309,771,24,0.27,200000,0,0,0,0.272,0,1
1,32,1,20000,738,8,0.24,200000,1,0,1,0.215,1,1
0,57,1,20000,637,34,0.33,300000,2,0,0,0.179,0,0
0,60,2,26199,704,38,0.34,150000,1,0,0,0.266,0,1
0,47,3,39260,686,24,0.33,50000,1,0,1,0.353,0,1
0,35,4,53063,712,13,0.23,250000,2,0,1,0.155,0,1
1,60,1,20000,639,37,0.18,100000,0,0,1,0.193,0,0
1,61,1,20000,793,37,0.32,200000,2,0,1,0.121,1,1
0,22,1,20000,772,0,0.15,250000,1,0,0,0.212,0,1
0,25,2,25977,663,2,0.39,100000,1,0,1,0.187,0,0
1,51,3,37360,657,29,0.25,250000,1,0,1,0.293,1,1
1,33,3,39367,740,11,0.18,100000,0,0,0,0.314,1,1
1,56,3,39269,623,34,0.16,200000,1,0,1,0.263,1,1
0,34,2,27809,726,11,0.16,50000,1,0,0,0.284,0,1
0,52,2,24209,686,30,0.26,200000,1,0,1,0.144,0,1
1,59,4,53467,621,35,0.25,200000,2,1,1,0.124,1,1
1,64,2,24930,671,42,0.16,150000,1,0,1,0.235,1,1
0,44,2,25606,643,22,0.23,200000,2,0,0,0.202,0,0
0,25,4,50488,708,1,0.15,250000,2,0,0,0.36,0,1
1,37,3,40943,693,15,0.29,200000,0,0,0,0.046,1,1
0,28,3,37600,615,6,0.25,300000,0,0,1,0.25,0,1
1,43,2,24773,661,20,0.22,150000,0,0,0,0.248,0,0
1,50,2,24877,711,27,0.16,150000,4,0,1,0.139,1,1
0,32,1,20000,711,10,0.23,100000,3,0,0,0.123,0,0
0,54,3,37699,670,30,0.22,300000,0,0,0,0.173,0,1
0,50,1,20000,695,28,0.27,50000,2,0,0,0.069,0,0
0,60,3,39499,704,38,0.26,150000,4,0,1,0.317,0,1
0,33,3,39460,687,11,0.31,100000,2,0,1,0.416,0,1
1,28,2,25957,705,5,0.22,150000,1,0,0,0.173,0,0
1,60,1,20000,619,36,0.12,250000,0,0,0,0.149,0,0
1,63,1,20000,670,39,0.32,150000,0,0,1,0.095,1,1
1,47,3,37255,601,23,0.18,250000,2,0,0,0.112,1,1
0,61,3,38173,687,38,0.17,150000,2,0,1,0.153,0,1
0,30,3,39174,768,7,0.25,250000,1,0,1,0.297,0,1
1,62,2,24391,662,40,0.27,150000,0,0,0,0.455,1,1
1,55,2,27902,752,32,0.21,100000,4,0,1,0.142,1,1
0,34,3,39527,673,12,0.21,150000,3,0,1,0.128,0,1
1,57,2,24992,620,34,0.22,150000,0,1,1,0.107,0,0
0,46,3,40468,726,24,0.35,100000,0,0,1,0.236,0,1
0,45,3,39970,715,22,0.25,100000,1,0,1,0.228,0,1
0,65,2,26449,807,41,0.18,100000,0,1,0,0.208,0,1
1,38,1,20000,616,16,0.18,100000,0,0,0,0.164,0,0
1,23,2,24844,699,0,0.23,200000,0,1,0,0.309,0,0
0,34,1,20000,691,11,0.27,150000,4,0,1,0.261,0,0
0,52,3,37138,748,30,0.28,200000,3,0,0,0.258,0,1
1,50,3,37102,719,27,0.26,300000,0,0,0,0.23,1,1
0,49,4,51265,684,25,0.19,150000,3,0,0,0.185,0,1
1,48,3,38140,631,26,0.22,150000,2,1,0,0.143,0,0
0,36,1,20000,689,14,0.3,100000,1,0,0,0.242,0,0
1,52,2,24483,700,30,0.17,150000,3,0,0,0.234,1,1
0,61,3,39576,724,39,0.22,200000,2,1,1,0.245,0,1
1,36,1,20000,654,14,0.29,100000,3,1,1,0.075,0,0
1,54,3,37223,705,30,0.31,100000,1,0,1,0.227,1,1
1,41,3,38293,605,19,0.24,150000,1,0,0,0.175,1,1
1,63,2,25848,623,39,0.22,200000,0,0,1,0.13,1,1
0,33,2,25884,731,9,0.16,200000,1,0,1,0.258,0,1
0,58,2,27205,689,34,0.29,300000,2,1,0,0.214,0,0
1,30,3,39161,716,8,0.34,250000,4,1,0,0.388,1,1
1,44,2,25464,647,20,0.43,100000,2,0,1,0.239,0,0
0,29,4,50643,660,7,0.28,50000,0,0,1,0.176,0,1
0,53,2,26698,656,29,0.25,150000,0,0,0,0.191,0,1
0,35,4,53436,713,13,0.19,150000,3,0,0,0.106,0,1
1,48,1,20000,707,25,0.12,150000,1,0,1,0.298,1,1
1,46,1,20000,656,23,0.26,100000,1,0,1,0.225,0,0
0,34,3,39422,598,10,0.41,100000,3,0,1,0.227,0,0
1,42,3,38627,712,19,0.34,50000,4,0,1,0.115,1,1
0,52,2,27850,694,28,0.33,250000,2,0,0,0.262,0,1
1,58,3,37610,716,34,0.27,300000,0,0,1,0.125,1,1
0,64,3,37206,737,40,0.28,50000,1,0,0,0.156,0,1
1,26,1,20000,712,3,0.08,100000,2,0,0,0.21,0,0
0,34,2,27539,754,10,0.3,50000,3,0,0,0.154,0,1
1,49,3,40953,691,26,0.21,250000,4,0,0,0.137,1,1
0,64,2,25466,656,41,0.2,300000,1,0,1,0.196,0,1
1,46,2,24916,737,24,0.23,100000,3,0,1,0.281,1,1
0,56,3,39368,739,33,0.23,100000,0,0,0,0.272,0,1
0,60,2,26140,667,38,0.2,150000,0,0,1,0.257,0,1
0,28,1,20000,730,4,0.25,150000,1,0,1,0.239,0,0
0,59,4,51181,704,35,0.21,200000,4,0,1,0.162,1,1
0,53,2,26919,750,31,0.26,150000,0,0,1,0.29,0,1
0,24,3,39146,785,0,0.15,300000,1,0,0,0.061,0,1
1,60,3,39272,835,38,0.24,50000,4,0,1,0.235,1,1
0,58,1,20000,673,36,0.17,200000,1,0,0,0.267,0,1
1,43,1,20000,747,19,0.21,100000,0,0,0,0.193,1,1
1,29,2,24719,726,7,0.26,150000,2,0,0,0.142,1,1
1,38,2,24584,732,16,0.14,200000,2,0,0,0.197,1,1
1,48,3,39014,713,26,0.19,250000,1,0,1,0.139,1,1
0,54,3,40472,742,30,0.29,200000,4,1,1,0.241,0,1
0,38,2,27642,604,14,0.15,200000,0,0,1,0.276,0,0
0,63,2,27870,678,39,0.37,200000,3,0,1,0.236,0,1
1,33,2,24063,644,9,0.33,100000,2,0,0,0.231,0,0
1,48,2,24767,639,24,0.22,200000,1,0,0,0.261,0,0
1,29,2,24559,601,6,0.19,200000,3,0,1,0.27,0,0
1,44,1,20000,641,21,0.26,150000,0,0,1,0.138,0,0
1,63,3,38733,680,41,0.15,150000,0,1,1,0.077,1,1
1,50,1,20000,680,27,0.11,200000,4,0,0,0.222,0,0
1,41,2,27894,679,17,0.22,200000,0,1,1,0.274,0,0
0,37,3,38542,747,13,0.24,100000,0,0,1,0.074,0,1
0,38,1,20000,620,14,0.26,200000,1,0,0,0.206,0,0
0,37,2,26415,573,15,0.21,200000,0,0,1,0.29,0,0
0,40,2,26791,709,18,0.34,100000,3,0,0,0.191,0,1
0,29,1,20000,667,7,0.15,200000,4,0,0,0.322,0,0
1,59,1,20000,666,37,0.17,100000,1,0,1,0.307,1,1
0,59,4,51994,660,37,0.28,50000,1,0,1,0.185,0,1
0,50,2,25121,730,28,0.17,150000,1,0,1,0.171,0,1
1,62,4,51291,676,39,0.17,250000,0,0,1,0.172,1,1
1,57,2,25083,631,33,0.26,50000,0,0,0,0.211,0,0
0,47,2,26547,772,24,0.18,250000,0,0,0,0.106,0,1
1,52,2,27379,718,30,0.24,150000,1,0,0,0.091,1,1
0,65,2,27564,677,41,0.2,250000,2,0,1,0.02,0,1
0,33,2,27054,545,9,0.19,250000,4,0,1,0.198,0,0
1,38,2,26458,667,14,0.1,250000,2,0,1,0.363,1,1
1,36,2,27065,678,13,0.26,200000,2,0,1,0.041,1,1
1,30,1,20000,750,6,0.16,250000,1,0,1,0.185,1,1
1,60,2,25932,583,38,0.24,100000,3,1,1,0.183,0,0
1,63,2,25351,765,41,0.21,100000,4,0,1,0.188,1,1
0,33,2,24463,704,10,0.24,100000,4,1,1,0.301,0,0
1,53,3,39749,623,30,0.24,200000,0,0,0,0.129,1,1
1,46,3,38660,740,24,0.26,100000,2,1,0,0.044,1,1
1,60,2,25948,666,37,0.2,100000,2,0,0,0.157,1,1
0,39,1,20000,578,15,0.34,250000,0,0,1,0.147,0,0
1,36,2,24059,655,13,0.12,200000,4,0,1,0.022,1,1
1,53,4,53996,714,29,0.23,250000,0,1,0,0.22,1,1
0,27,1,20000,673,3,0.31,100000,0,0,1,0.105,0,0
0,65,3,37332,725,41,0.28,150000,1,0,1,0.193,1,1
1,64,2,24075,740,40,0.18,100000,1,0,1,0.171,1,1
0,56,1,20000,609,32,0.19,50000,4,0,1,0.114,0,0
1,55,2,26364,678,33,0.18,100000,1,0,1,0.271,1,1
1,59,2,27841,646,37,0.29,150000,1,0,1,0.177,1,1
1,26,3,40488,621,4,0.2,50000,2,0,0,0.204,0,0
1,39,2,24189,677,15,0.27,150000,0,0,0,0.247,0,0
0,37,2,27560,703,14,0.27,150000,2,0,1,0.223,0,1
1,29,2,25912,706,6,0.42,50000,2,0,0,0.212,0,0
1,46,3,40386,668,22,0.27,200000,1,0,1,0.134,1,1
0,53,2,24295,624,30,0.19,200000,4,0,1,0.111,0,1
0,47,1,20000,634,23,0.15,250000,2,0,1,0.213,0,0
1,43,2,24176,576,20,0.23,150000,2,0,1,0.123,0,0
0,52,1,20000,604,28,0.24,300000,4,0,1,0.264,0,0
1,64,3,37805,629,41,0.1,250000,2,1,0,0.19,1,1
0,31,1,20000,716,8,0.2,150000,1,0,1,0.252,0,0
0,33,2,25742,726,11,0.27,150000,0,0,1,0.121,0,1
0,49,2,24214,797,26,0.21,50000,2,0,0,0.109,0,1
1,27,4,51879,713,4,0.32,200000,4,0,0,0.334,1,1
1,41,2,26700,653,17,0.14,150000,1,0,1,0.188,1,1
1,26,2,24596,680,3,0.3,300000,1,0,1,0.273,0,0
1,44,4,51717,690,21,0.31,150000,1,0,0,0.087,1,1
1,30,2,25355,645,7,0.32,300000,2,0,0,0.177,0,0
0,50,4,50127,717,27,0.14,250000,0,0,1,0.304,1,1
1,37,1,20000,680,14,0.27,300000,3,0,0,0.075,0,0
1,43,2,26598,675,21,0.2,100000,3,0,1,0.382,1,1
0,29,3,38558,673,6,0.15,100000,1,0,1,0.216,0,1
1,41,4,51777,734,17,0.22,200000,0,0,1,0.134,1,1
0,35,2,27437,649,11,0.19,200000,2,0,0,0.228,0,0
1,60,4,50618,677,37,0.31,100000,0,0,1,0.289,1,1
1,58,2,26395,706,35,0.29,200000,1,0,1,0.134,1,1
1,55,3,37141,745,32,0.17,150000,0,0,1,0.145,1,1
1,32,2,27216,730,10,0.2,50000,2,0,1,0.22,1,1
0,61,2,26839,665,37,0.22,150000,1,1,1,0.237,0,1
1,54,4,50244,630,32,0.24,300000,3,0,0,0.184,1,1
1,52,4,53513,684,30,0.32,150000,2,0,1,0.232,1,1
1,65,2,26750,684,42,0.3,200000,4,0,0,0.268,1,1
1,55,1,20000,608,32,0.25,50000,0,1,1,0.214,0,0
0,28,1,20000,653,4,0.23,200000,0,0,0,0.145,0,0
1,44,2,25135,746,21,0.13,300000,1,0,0,0.198,1,1
0,28,1,20000,678,4,0.34,150000,0,0,0,0.34,0,0
0,46,2,27721,650,24,0.22,100000,0,0,0,0.227,0,1
0,24,2,25909,681,0,0.36,200000,2,0,0,0.299,0,0
0,59,3,39247,694,35,0.26,250000,2,0,0,0.159,0,1
1,41,1,20000,649,17,0.39,100000,0,0,0,0.221,0,0
1,55,2,24420,722,33,0.29,150000,1,0,0,0.264,1,1
1,65,2,24006,579,43,0.15,100000,1,0,1,0.32,1,1
0,65,3,40929,715,42,0.21,150000,0,0,1,0.298,1,1
0,51,2,25548,648,28,0.24,150000,3,0,0,0.11,0,1
1,38,2,26639,737,14,0.19,300000,0,1,1,0.292,1,1
0,31,3,39333,619,7,0.22,150000,0,0,1,0.335,0,1
1,56,3,37670,741,34,0.15,150000,0,0,0,0.154,1,1
0,41,3,39436,646,19,0.25,250000,0,0,0,0.128,0,1
1,39,4,50415,717,17,0.27,100000,3,0,0,0.198,1,1
0,65,3,39831,664,41,0.18,200000,0,0,1,0.214,0,1
0,48,3,38006,751,24,0.39,200000,2,1,1,0.172,0,1
1,57,1,20000,659,35,0.25,100000,1,1,0,0.105,0,0
1,44,2,27221,640,20,0.19,100000,2,0,1,0.318,1,1
1,53,2,27062,756,31,0.14,150000,4,0,1,0.131,1,1
1,31,2,24427,664,8,0.25,150000,3,0,0,0.159,0,0
1,32,2,27879,708,10,0.23,100000,0,0,1,0.209,1,1
0,59,2,27052,731,35,0.3,300000,3,1,0,0.082,0,1
0,27,3,40364,641,3,0.24,150000,1,0,1,0.076,0,1
1,62,2,24333,703,38,0.17,250000,1,0,1,0.165,1,1
1,55,2,26319,710,31,0.37,100000,2,1,1,0.266,1,1
0,57,4,53114,614,35,0.28,300000,4,0,1,0.215,0,1
0,58,2,27539,697,36,0.23,200000,0,0,1,0.035,0,1
1,38,2,26366,660,15,0.26,200000,2,0,0,0.311,0,0
0,61,2,27563,769,39,0.28,150000,0,1,0,0.264,0,1
1,61,4,50526,747,38,0.15,150000,1,0,1,0.215,1,1
1,33,2,26807,704,11,0.26,150000,3,1,1,0.213,0,0
1,42,3,38195,577,20,0.22,200000,1,1,1,0.254,0,0
1,61,1,20000,694,37,0.29,250000,0,0,1,0.386,1,1
1,40,2,25672,638,17,0.2,50000,1,0,1,0.27,0,0
0,24,2,26368,728,0,0.21,250000,2,0,1,0.224,0,1
0,39,3,39786,681,15,0.37,300000,1,0,0,0.102,0,1
0,40,3,40115,661,18,0.34,150000,0,0,1,0.213,0,1
1,27,3,38555,665,5,0.02,100000,1,1,1,0.262,1,1
1,37,3,39028,669,14,0.33,200000,4,0,1,0.191,1,1
0,29,2,25654,605,6,0.24,150000,2,1,1,0.158,0,0
1,39,3,37453,623,17,0.2,200000,2,0,0,0.244,1,1
1,64,2,24745,661,41,0.18,200000,2,0,1,0.121,1,1
1,60,3,38903,775,38,0.18,50000,0,0,1,0.269,1,1
0,33,2,27962,719,11,0.2,150000,2,0,1,0.165,0,1
1,31,1,20000,714,9,0.17,150000,1,0,1,0.03,0,0
1,28,2,24847,745,5,0.16,300000,0,0,1,0.164,1,1
0,22,2,24867,695,0,0.18,100000,0,0,0,0.195,0,0
1,57,2,24773,654,34,0.27,100000,2,0,1,0.244,1,1
